0.3104584,0.3564502,0.3925420,0.4234020,0.4508712,0.4758957,0.4990289,0.5206171,0.5408815
0.3954094,0.4403223,0.4757268,0.5060999,0.5332008,0.5579340,0.5808288,0.6022171,0.6223101
0.4616392,0.5058648,0.5407824,0.5707872,0.5975968,0.6220917,0.6447866,0.6660034,0.6859471
0.5180927,0.5618314,0.5963808,0.6260942,0.6526655,0.6769603,0.6994839,0.7205513,0.7403625
0.5682517,0.6116221,0.6458801,0.6753552,0.7017265,0.7258500,0.7482241,0.7691591,0.7888513
0.6138894,0.6569685,0.6909881,0.7202633,0.7464633,0.7704373,0.7926789,0.8134949,0.8330788
0.6560359,0.6988766,0.7326963,0.7618001,0.7878506,0.8116922,0.8338149,0.8545225,0.8740065
0.6953306,0.7379714,0.7716198,0.8005741,0.8264922,0.8502148,0.8722291,0.8928368,0.9122275
0.7321779,0.7746473,0.8081462,0.8369681,0.8627672,0.8863814,0.9082959,0.9288103,0.9481129
